Max,Min,Mean,Std,RMS,Skewness,Kurtosis,Crestfactor,Formfactor,Fault
1.079,-1.257,-0.1143296303530445,0.1060333887876071,0.1559536476438052,0.0529620441729233,6.342641784141703,6.928499626760175,-1.364280603525244,Roller Element
1.1485,-1.1755,-0.1138959665999316,0.1096250586660366,0.1580906244154996,0.0553934473885225,6.809249462332956,7.265126115812138,-1.388116936893987,Roller Element
1.4489999999999998,-1.1805,-0.1135938034083695,0.1107077525526093,0.1586164409294069,0.1548316480012589,9.259709012459474,9.0980840871467,-1.3963348703130718,Roller Element
0.8254999999999999,-1.1385,-0.1144736315249768,0.1056803463721926,0.1558046062369084,-0.0986263068293053,5.176749695783865,5.312137036387477,-1.360969932002523,Roller Element
1.057,-1.2,-0.1170329117632696,0.1090341874894824,0.1599518941374765,0.0361531909006625,5.77717215234762,6.616105447210439,-1.3667569246404023,Roller Element
1.2345000000000002,-1.3015,-0.1151742272571902,0.1122889615335554,0.1608548643333219,0.1186886711639767,8.557273021603947,7.678738574625516,-1.3966416582438468,Roller Element
1.0415,-1.3355,-0.1147764783436691,0.1101179057049711,0.1590641008719941,0.0805411885357766,7.136811252556391,6.54910288237739,-1.3859579291338104,Roller Element
1.4735,-1.4380000000000002,-0.1134338102446408,0.1124769302006452,0.1597470212588999,0.1775091762215446,10.8207306193375,9.217634870158168,-1.4083000684814335,Roller Element
1.116,-1.084,-0.114062136823087,0.1071298041032033,0.1565040552926777,0.239304565368427,6.751721090887999,7.134392229995705,-1.3722233885348325,Roller Element
0.7945,-1.1935,-0.1145361589921382,0.1074952572241803,0.1570886478943376,0.0451574540916439,5.322969380270063,5.0610934290654,-1.371492296724771,Roller Element
1.26,-1.321,-0.1141503491381415,0.1088110064389962,0.1577045900994191,0.0089886694857791,7.570927547147567,7.9894643721367,-1.3816261109272368,Roller Element
1.3145,-1.3355,-0.1147354851311099,0.1097226476725752,0.1587638987395181,-0.0469440927283424,8.377837725213304,8.248354678662903,-1.3836883705277372,Roller Element
1.095,-1.3125,-0.1143500903364422,0.1106623257220833,0.1591336326819393,0.1268354603196067,7.34113642658895,6.874190980258578,-1.3916435188332992,Roller Element
1.233,-1.2525,-0.1144300991259338,0.1096707429520348,0.1585090688867132,0.0034077982987135,8.217429019876146,7.768435370712298,-1.3851749915635885,Roller Element
0.8105,-1.096,-0.1146172420528346,0.109348326546107,0.1584166008422323,0.0449156434770015,4.68109449151695,5.114421496030513,-1.3821354529450145,Roller Element
1.0805,-1.1669999999999998,-0.1143483812686166,0.1104777697264667,0.1590010677767611,-0.007919804750911,6.240761343142849,6.791061783364219,-1.390506503316976,Roller Element
1.0335,-1.4305,-0.1141315493920601,0.1115854348362707,0.1596142625663855,0.0888064672730186,7.779774416232613,6.475965292353029,-1.3985109325873162,Roller Element
1.034,-1.091,-0.1148720884808828,0.1088924424437624,0.1582948925967414,0.0444251373281077,6.035641810066938,6.540717054085624,-1.3779780157594874,Roller Element
1.0635,-1.174,-0.1146822598759705,0.1101005775542004,0.1589793952232588,0.1530602091823539,6.64207161473666,6.687095661504704,-1.3862595431189726,Roller Element
0.963,-1.2695,-0.1144008740661165,0.1100581747419425,0.1587481331159824,-0.0174985551285049,5.713298653005638,6.06435416264976,-1.3876464948283642,Roller Element
1.2955,-1.4125,-0.114723790224132,0.1135294735810396,0.1614001398265414,0.0542091525187109,8.352907231106668,8.024851381338108,-1.406862482827044,Roller Element
1.295,-1.3595000000000002,-0.1144878656184384,0.1146172224586027,0.1620011916665448,-0.013617247431774,7.988527203547653,7.99073562515544,-1.4150208906421908,Roller Element
1.274,-1.388,-0.1197246447580448,0.1138827300835347,0.1652580206102167,0.0207934194327623,8.221036796696707,7.716758540365541,-1.3809419958878109,Roller Element
0.969,-1.3424999999999998,-0.1145812051369696,0.1124587406465895,0.1605465839200374,-0.1440379633040873,7.186318036189289,6.036115289916973,-1.4011607377125683,Roller Element
1.079,-1.3405,-0.1144669905757117,0.1140442192479415,0.1615811604871849,-0.0125269626601918,7.278537393293312,6.677998748276263,-1.4115991376678825,Roller Element
1.1705,-1.129,-0.1149753161775477,0.1108667676159947,0.1597261433445908,0.1332495222366441,7.004938405798633,7.33008864701095,-1.3892842433430186,Roller Element
1.072,-1.262,-0.1142271839445285,0.1135975895976473,0.1610951237675283,0.081502687570321,7.152430774859473,6.654714470841537,-1.4103054090593017,Roller Element
1.2645,-1.2905,-0.114665218028224,0.1129269249662469,0.1609363397606735,0.1232131013554077,7.112323850002321,7.857554301434878,-1.4035297743837991,Roller Element
1.1829999999999998,-1.0855,-0.1139110308120513,0.1124493399021198,0.1600710911316724,0.2583630272962059,7.109999634581518,7.391519236201134,-1.4052601870554753,Roller Element
1.0645,-1.4525,-0.1150837931539625,0.1142295913790117,0.1621482108822092,-0.107641796834338,8.28124857646411,6.564892100430309,-1.4089582099091515,Roller Element
1.4745,-1.5065,-0.1146367010107915,0.1130863869678938,0.1610265211003555,0.1343495950636463,9.398888965705392,9.156148245445944,-1.404665763594991,Roller Element
1.084,-1.372,-0.1144991454660872,0.1130608610940821,0.1609160774844109,0.0289951002836846,7.998513687292923,6.725848128164674,-1.4053643110291023,Roller Element
